Country,Latitude,Longitude,Battle,Year,Winner,Loser,War_homogenized,Participants_homogenized
Hungary,47.7390852,18.1267006,Komarom,1849,"Austria, Russia",Hungarian Rebels,Hungarian Revolutionary War,"['Hungary', 'Russia', 'Austria']"
Poland,50.6291022,23.4730782,Komarow,1914,Austria-Hungary,Russia,World War I,"['Austria', 'Poland', 'Russia']"
Czechia,50.221713,15.6221089,Koniggratz,1866,Prussia ,Habsburg Empire,Seven Years War,"['Paraguay', 'Russia']"
Russia,54.7104264,20.4522144,Konigsberg,1807,France,Russia,Napoleonic Wars 4th Coalition,"['Russia', 'Finland', 'Bolivia', 'Mali', ' France']"
Russia,54.7104264,20.4522144,Konigsberg,1945,USSR,Germany,World War II,['Germany']
Germany,51.3107087,14.3310113,Konigswartha,1813,"France, Italian allies",Russia,War of Liberation,"['Italy', 'Nigeria', ' Italy', 'Russia', 'Greece', 'Romania', 'Albania', 'Latvia', 'Iran']"
Greece,40.0480719,20.7528378,Konitsa,1947,Greek Government,Greek Communists,Greek War,['Iran']
Vietnam,14.3497403,108.0004606,Kontum,1972,"South Vietnam, United States",North Vietnam,Vietnam,['Norway']
Turkey,37.8746429,32.4931554,Konya,1832,Egypt,Ottoman Empire,2nd Turko-Egyptian War,"['Egypt', 'Syria', 'Mongolia', ' Turkey', ' Egypt', 'Kenya', 'Oman', 'Iran']"
Turkey,39.9204322,41.9299215,Koprukoy,1916,Russia,Ottoman Empire,World War I,"['Turkey', 'Russia', ' Turkey']"
India,18.6485712,74.0623244,Koregaon,1818,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Turkey', 'Eritrea', 'Ghana', 'China']"
New Zealand,-35.2623103,174.1223544,Kororareka,1845,Massacre,Massacre,1st New Zealand War,"['New Zealand', 'Mali', ' Turkey']"
Ukraine,49.4261119,31.2618527,Korsun,1944,USSR,Germany,World War II,"['Ethiopia', 'Kosovo', 'Germany', 'Russia', 'Kenya']"
Greece,36.8915064,27.2877228,Kos,1943,Germany,"United Kingdom, Italy",World War II,"['Eritrea', 'Germany', ' Italy']"
Kosovo,42.6026359,20.902977,Kossovo,1915,"Germany, Austria-Hungary, Bulgaria",Serbia,World War I,"['Serbia', 'Bulgaria', ' France', 'Austria', 'Albania']"
Kosovo,42.6026359,20.902977,Kossovo,1999,"NATO, Kosovar Albanian Rebels",Serbia,Kossovo War,"['Serbia', 'Russia']"
Macedonia (FYROM),41.3580763,22.6109257,Kosturino,1915,Bulgaria,United Kingdom,World War I,"['Congo', ' France', 'Myanmar', 'Serbia', 'Eritrea', 'Austria', 'Bulgaria']"
United States,6.1026541,102.2216247,Kota Bharu,1941,Japan,United Kingdom,World War II,"['Japan', 'Palau', 'Thailand', 'Malaysia', ' India', 'Eritrea']"
India,25.2138156,75.8647527,Kotah,1858,United Kingdom,Kotah Rebels,Indian Mutiny,"['India', 'Namibia', ' Italy']"
India,25.2138156,75.8647527,Kotah-ki-Serai,1858,United Kingdom,"Jhansi, Indian Rebels",Indian Mutiny,"['India', 'Mali']"
Russia,47.630995,43.1423502,Kotelnikovo,1942,USSR,Germany,World War II,"['Germany', 'Romania', 'Spain']"
North Korea,40.288611,127.2930893,Koto-ri,1950,United States,China,Korean War,"['China', 'Hungary']"
Chad,9.8430553,17.6529119,Kouno,1899,France,Chari,French Conquest of Chad,"['France', ' France', 'Russia', 'Benin']"
Cameroon,12.076892,15.030627,Kousseri,1900,France,Chari,French Conquest of Chad,"['France', 'Chad', 'Russia', 'Congo', 'Germany', 'Algeria', 'Cameroon', ' France']"
Lithuania,54.8985207,23.9035965,Kovno,1812,Russia,France,Napoleonic Wars Russian Campaign,"['Slovenia', 'Russia', ' Morocco', 'Marshall Islands', 'Congo']"
Lithuania,54.8985207,23.9035965,Kovno,1915,Germany,Russia,World War I Eastern Front,"['Ghana', ' China ']"
Hong Kong,22.3185673,114.1796057,Kowloon,1839,United Kingdom,China,Opium War,"['Eritrea', 'Ghana', 'Hong Kong', 'Poland', 'China']"
Hong Kong,22.3185673,114.1796057,Kowloon,1941,Japan,United Kingdom,World War II,"['China', 'Japan', ' China ', 'Hong Kong', 'Dominican Republic', 'Eritrea', 'Solomon Islands']"
Poland,50.9232831,22.2269571,Krasnik,1914,Austria-Hungary,Russia,World War I,"['Austria', 'Poland', 'Latvia', 'Russia']"
Russia,54.5703093,31.442159,Krasnoye (1st),1812,France,Russia,Napoleonic Wars Russian Campaign,"['Slovenia', 'Russia', 'Benin', ' France']"
Russia,59.7343847,30.084445,Krasnoye (2nd),1812,France,Russia,Napoleonic Wars Russian Campaign,"['Slovenia', 'Russia', ' Morocco', ' France', 'Benin']"
Bulgaria,41.7204847,23.1664374,Kresna,1913,Greece,Bulgaria,Balkan War,"['Palau', 'Bulgaria', 'Macedonia', 'Chile']"
Turkey,40.094605,26.224923,Krithia (1st),1915,Ottoman Empire,"United Kingdom, France",World War I,"['Eritrea', ' Turkey']"
Turkey,40.094605,26.224923,Krithia (2nd),1915,Ottoman Empire,"United Kingdom, Australia, New Zealand",World War I,"['Eritrea', ' Turkey']"
Turkey,40.094605,26.224923,Krithia (3rd),1915,Ottoman Empire,"United Kingdom, France",World War I,"['Eritrea', ' France', ' Turkey']"
Ukraine,47.910483,33.391783,Krivoy Rog,1944,USSR,"Germany, Romania",World War II,"['Russia', 'Germany', 'Romania']"
Greece,38.087774,20.7452105,Krommydi,1825,"Mamluke Egypt, Ottoman Empire",Greek Rebels,Greek War,"['Nigeria', ' Egypt', 'Iran']"
Russia,59.9959303,29.7655453,Kronstadt,1919,United Kingdom,Bolsheviks,Russian Civil War,"['Chile', 'Eritrea', ' India', 'Nepal', 'Nigeria']"
Russia,59.9959303,29.7655453,Kronstadt,1921,Bolsheviks,Naval mutineers,Kronstadt Rebellion,"['Paraguay', 'Serbia', 'Finland']"
South Africa,-26.0963217,27.8076959,Krugersdorp,1896,Transvaal,Rhodesia,Jamesons Raid,"['Russia', 'Ecuador', 'Afghanistan', 'Finland']"
Russia,44.3511883,37.6348227,Kuban,1920,Bolsheviks,Russian Whites,Russian Civil War,['Russia']
Philippines,7.0407791,124.5223741,Kudarangan,1904,Draw,Draw,American Moro Wars,"['Germany', 'Philippines', 'Russia', 'Cuba', 'Sudan']"
Iraq,32.047243,44.3709408,Kufah,1920,United Kingdom,Iraqi Rebels,Iraqi Revolt,"['Iraq', 'Iran', 'Chad', 'Eritrea', 'China']"
Eritrea,14.983889,37.6389223,Kufit,1885,Ethiopia,Mahdists,Sudanese-Ethiopian War,"['Sudan', 'Russia', 'Denmark', 'Pakistan']"
Solomon Islands,-8.0308145,157.1584264,Kula Gulf,1943,Japan,United States,World War II,"['Japan', 'Georgia', 'Guyana', 'Nigeria']"
Ukraine,43.1741484,27.1254848,Kulevcha,1829,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', 'Kenya', ' Turkey']"
Czech Republic,50.6997248,13.9396517,Kulm,1813,"Austria, Russia, Prussia",France,War of Liberation,"['Sweden', ' France', 'Austria', 'Russia', 'Bolivia', 'Uganda']"
South Korea,36.0,126.6666667,Kum,1950,North Korea,United States,Korean War,"['North Korea', 'Peru', 'Oman', 'Czechia', 'Nigeria', 'Germany', 'Taiwan']"
Japan,32.8031004,130.7078911,Kumamoto,1877,Japan,Satsuma,Satsuma Rebellion,"['Japan', 'Latvia']"
Macedonia (FYROM),42.1322895,21.7256936,Kumanovo,1912,Serbia,Ottoman Empire,Balkan War,"['Serbia', 'Macedonia', ' Turkey', ' France', 'Kosovo', 'Oman']"
Turkey,40.1591833,26.2472236,Kum Kale,1915,Turkey,France,World War I,"['Ethiopia', 'Greece', ' France', ' Turkey']"
South Korea,35.9659144,126.6760305,Kumsong,1953,China,South Korea,Korean War,"['China', 'Poland', ' China ', 'South Korea']"
 India,26.0047669,79.1604971,Kunch,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['Kenya', ' India', 'Ghana']"
Afghanistan,36.7285907,68.8680663,Kunduz,2001,"Northern Alliance, United States","Taliban, Al Qaeda",Afghanistan War,"['Iran', 'South Africa']"
Russia,51.7091957,36.1562241,Kursk,1943,USSR,Germany,World War II,"['Russia', 'Germany', 'North Korea', 'Latvia', 'Israel']"
Turkey,40.7669777,43.7287586,Kuruk-Dar,1854,Russia,Ottoman Empire,Crimean War,"['Russia', 'Armenia', 'Brazil', ' Turkey', 'Spain']"
Iraq,32.5168459,45.846961,Kut-al-Amara,1915,United Kingdom,Ottoman Empire,World War I,"['Malta', ' Turkey', ' Italy', 'Iraq', 'Chad', 'Lesotho', 'Congo']"
Iraq,32.5168459,45.846961,Kut-al-Amara (2nd),1915,Ottoman Empire,United Kingdom,World War I,['Iran']
Iraq,32.5168459,45.846961,Kut-al-Amara,1917,United Kingdom,Ottoman Empire,World War I,"['Nepal', 'Eritrea', ' Turkey', 'Chad']"
Kuwait,29.31166,47.481766,Kuwait,1990,Iraq,Kuwait,Gulf War,"['Iraq', 'Kuwait', 'Singapore']"
Kuwait,29.31166,47.481766,Kuwait,1991,United States,Iraq,Gulf War,"['Kuwait', 'Iraq']"
Myanmar,17.93083,97.430099,Kuzeik,1942,Japan,United Kingdom,World War II,"['Japan', ' Colombia', 'Eritrea', 'Benin']"
Marshall Islands,8.716667,167.733333,Kwajalein,1944,United States,Japan,World War II,['Japan']
Japan,35.0116363,135.7680294,Kyoto,1863,"Satsuma, Aizu",Choshu,War of the Meiji Restoration,"['Togo', 'Japan', 'Egypt', 'Latvia']"
Japan,35.0116363,135.7680294,Kyoto,1864,"Aizu, Hitotsubashi",Choshu,War of the Meiji Restoration,"['Togo', 'Egypt', 'Denmark']"
Cyprus,35.3237104,33.3149413,Kyrenia,1974,Turkey,Cyprus,Turkish Invasion of Cyprus,"['Turkey', 'Greece', ' Turkey', 'Kenya']"
Guatemala,14.7211,-89.5863,La Arada,1851,Guatemala,"Honduras, El Salvador",Central American Wars,"['South Africa', 'Guatemala', ' Honduras', 'El Salvador']"
United States,28.6477,-97.3828,La Bahia,1812,"American Filibusters, Mexican Rebels",Spain,Gutierrez-Magee Expedition,['Iran']
France,50.5392,2.8102,La Bassee,1914,Germany,United Kingdom,World War I,"['Eritrea', 'Germany', 'Malaysia', 'Benin', 'Cyprus']"
Spain,41.9586,3.0398,La Bisbal,1810,Spain,France,Napoleonic War,"['France', 'Spain', 'Cambodia', 'Germany']"
United States,36.0802975,-106.3371169,La Canada,1847,United States,New Mexico Rebels,Mexican War,"['Mexico', 'Myanmar', 'Cuba', 'Nigeria', 'Argentina', 'Pakistan', 'Benin', 'Spain']"
Mexico,17.38194,-96.9220887,La Carbonera,1866,Mexican Republicans,Habsburg Empire,Mexican War,"['Austria', 'Azerbaijan']"
Spain,38.2743,-3.6142,La Carolina,1810,France,Spain,Napoleonic War,"['Latvia', 'Slovenia', 'Spain', ' France']"
Colombia,3.4425538,-76.5475953,La Chanca,1841,Colombian Government,Rebel General Obando,Colombian War of Supreme Commanders,"['Mali', 'Albania', 'Finland', ' France', 'Croatia', 'Latvia', 'Eritrea', ' India']"
Argentina,-26.7129332,-65.3614734,La Ciudadela,1817,Federalists,Unitarists,Mexican War,"['Argentina', 'Honduras', 'Sudan', 'Bolivia']"
Canada,45.0819794,-73.3728638,Lacolle Mill,1814,United Kingdom,United States,War of 1812,"['Azerbaijan', 'Eritrea']"
Mexico,20.8212542,-103.4898467,La Coronilla,1866,Mexican Republicans,Mexican Imperialists,Mexican War,"['Mexico', 'Guatemala']"
Colombia,7.6902127,-72.6097312,La Donjuana,1877,Colombian Liberal Government,Colombian Conservative Rebels,Colombias Civil Wars,"['Colombia', 'Croatia', 'Cuba', 'Tanzania']"
Honduras,14.2995,-88.1706,La Esperanza,1876,former President Jose Maria Medina,President Ponciano Levia,Central American Wars,"['South Africa', ' Honduras']"
Mexico,20.5717658,-100.4836476,La Estancia,1859,Mexican Reactionaries,Mexican Liberals,Mexican War of the Reform,"['Peru', 'Mexico', 'Germany', 'Pakistan']"
France,48.7551,3.9911,La Fere-Champenoise,1814,"Austria, Russia",France,Napoleonic Wars French Campaign,"['Slovenia', ' France', 'Spain']"
United States,29.7667077,-90.7668638,Lafourche Crossing,1863,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Pakistan', 'Paraguay']"
Venezuela,10.6025,-66.9313,La Guaira,1902,Draw,Draw,Venezuelan Incident,"['Venezuela', 'Latvia', 'Eritrea', 'Germany', 'Lithuania', ' Venezuela', ' Italy', 'Iran']"
Argentina,-32.5393323,-63.2025642,La Herradura,1819,Argentinian Government,Argentine Rebels,Mexican War,"['Argentina', ' India', 'Iran', ' France']"
Venezuela,8.916667,-66.2188557,La Hogaza,1817,Spain,Venezuelan Rebels,Venezuelan War,['Spain']
Pakistan,31.5203696,74.3587473,Lahore,1965,India,Pakistan,Indo-Pakistan War,"['Pakistan', 'Chad', ' India', 'Laos']"
South Africa,-27.4646111,29.8826891,Laings Nek,1881,Transvaal,United Kingdom,Boer War,"['Eritrea', ' Indonesia']"
Ethiopia,12.5795686,39.4841335,Lake Ashangi,1936,"Italy, Oromo",Ethiopia,2nd Italo-Ethiopian War,"['France', 'Serbia', 'Pakistan', ' Italy', 'Morocco', 'Saudi Arabia']"
Hungary,46.8843421,17.4434239,Lake Balaton,1945,USSR,Germany,World War II,"['Sudan', 'Germany', 'Vietnam']"
United States,30.0105972,-89.6109426,Lake Borgne,1814,United Kingdom,United States,War of 1812,"['Netherlands', 'Eritrea']"
United States,44.3681824,-74.3895581,Lake Champlain,1814,United States,United Kingdom,War of 1812,"['Eritrea', 'Paraguay', 'Nigeria', 'Canada']"
United States,42.1406419,-82.2879835,Lake Erie,1813,United States,United Kingdom,War of 1812,"['Eritrea', 'Georgia']"
Belarus,54.856133,26.776285,Lake Naroch,1916,Germany,Russia,World War I,['Iran']
United States,26.9602789,-81.1321865,Lake Okeechobee,1837,United States,Seminole Indians,Seminole Indian War,"['Djibouti', 'Nigeria']"
Macedonia,40.7688173,21.0060024,Lake Prespa,1917,"Germany, Bulgaria","France, Serbia",World War I,"['Latvia', 'Serbia', 'Germany', 'Eritrea']"
Philippines,5.9875055,121.2070626,Lake Seit,1903,United States,Moros,American Moro Wars,"['Azerbaijan', 'Philippines', 'Nigeria', 'Japan']"
Colombia,2.4330412,-76.62086,La Ladera,1828,Colombian Rebels,Colombian Government,Peruvian War,"['Colombia', 'Spain', 'Iran']"
Vietnam,16.6980618,106.2030656,Lam Son,1971,"North Vietnam, Laos","South Vietnam, United States",Vietnam,"['South Africa', 'Laos', 'Romania', 'North Sea', 'Germany', 'Iran']"
Pakistan,34.1203506,71.1301425,Landi Kotal,1897,"Afridi Tribe, Orakzai Tribe",United Kingdom,Great Frontier Rising,['Ghana']
Germany,48.5441917,12.1468532,Landshut,1809,France,Austria,Napoleonic Wars 4th Coalition,"['Slovenia', 'Austria', 'Bulgaria', ' India', ' France']"
Belgium,50.9135965,2.920005,Langemark,1914,United Kingdom,Germany,World War I,"['Armenia', 'Germany']"
Belgium,50.9135965,2.920005,Langemark,1917,United Kingdom,Germany,World War I,['Iran']
Germany,51.0770627,10.5793237,Langensalza,1866,Hanover,Prussia,Seven Weeks War,"['Austria', 'Russia', ' Egypt', 'Bulgaria']"
China,39.538047,116.683752,Langfang,1900,China,United Kingdom,Boxer Rebellion,"['Benin', 'Eritrea', 'Latvia', ' France']"
Vietnam,21.8555505,106.6769645,Lang Son,1885,China,France,Sino-French War,"['France', 'Vietnam', ' China ', 'Ghana', ' France', 'Spain']"
Vietnam,21.8555505,106.6769645,Lang Son,1979,Vietnam,China,Sino-Vietnamese War,"['Vietnam', 'Cambodia', 'China']"
China,32.359068,111.683861,Laohekou,1945,Draw,Draw,World War II,"['China', 'Japan']"
France,49.564133,3.61989,Laon,1814,"Prussia, Russia",France,Napoleonic War,"['Slovenia', ' France', 'Spain', 'Brunei', 'Russia']"
France,49.564133,3.61989,Laon,1940,Germany,France,World War II,"['Germany', ' France']"
Peru,-12.457261,-76.6419887,La Palma,1855,Former President Ramon Castilla,President Jose Maria Echenique,Peruvian War,"['Panama', 'Azerbaijan', 'Israel', 'Myanmar', 'China', ' Morocco']"
Finland,67.9222304,26.5046438,Lapland,1944,"Finland, USSR",Germany,World War II,['Iran']
Colombia,2.39,-75.9075,"La Plata, Colombia",1816,Spain,Colombian Rebels,Peruvian War,"['Colombia', ' Colombia', 'Spain']"
Cuba,20.0107424,-76.9119955,"La Plata, Cuba",1957,Cuban Rebels,Cuba,Cuban War,['Iran']
Spain,3.185278,-75.2182997,La Polonia,1840,Colombia,Federalist Rebels,Colombian War of Supreme Commanders,['Macedonia']
Finland,62.9718549,22.9785798,Lapuu,1808,Sweden,Russia,Napoleonic War,['Iran']
Venezuela,10.3793692,-66.9263645,La Puerta (1st),1814,Spain,Venezuelan Rebels,Venezuelan War,"['Venezuela', 'Spain', 'Azerbaijan', 'Canada', 'Lithuania']"
Venezuela,10.3793692,-66.9263645,La Puerta (2nd),1818,Spain,Venezuelan Rebels,Venezuelan War,"['Venezuela', ' Venezuela', 'Latvia', 'Ghana', 'Finland', 'Spain', 'Paraguay']"
Morocco,35.1744271,-6.1473964,Larache,1936,Spanish Nationalists,Spanish Republicans,Spanish Civil War,"['Spain', 'Guatemala', 'Mexico', 'Vietnam', 'Cuba', ' Morocco', ' France']"
United States,27.5035613,-99.5075519,Laredo,1842,Texas,Mexico,Texan War of Independence,"['Iran', 'Mexico']"
France,48.3457,4.5588,La Rothiere,1814,"Prussia, Russia",France,Napoleonic War,"['Slovenia', ' France', 'Spain', 'Russia']"
Spain,42.9774835,-1.6953902,Larrainzar,1835,Carlists,Cristinos,Carlist War,['Iran']
Spain,43.0624709,-1.7185947,Larremiar,1835,Carlists,Cristinos,Carlist War,['Spain']
Spain,41.412396,2.1506394,La Salud,1813,Spain,France,Napoleonic War,"['Slovenia', 'Nigeria', ' France', 'Macedonia', 'Spain']"
Cuba,19.9924356,-75.7202089,Las Guasimas,1898,United States,Spain,Spanish-American War,"['Azerbaijan', 'Cuba', ' India', 'Spain']"
Myanmar,22.9664576,97.7525352,Lashio,1942,Japan,China,World War II,"['China', 'Cuba', 'Latvia', ' China ', 'Sweden']"
France,48.6356,7.7417,La Souffel,1815,France,Habsburg Empire,Napoleonic War,"['France', 'Austria', 'Guadeloupe']"
Uruguay,-34.716667,-56.216667,Las Piedras,1811,Argentine Rebels,Spain,Mexican War,"['Latvia', 'Montenegro', 'Uruguay', 'Laos', 'Spain', 'Portugal']"
India,27.556789,76.9324803,Laswari,1803,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Mali', 'Iran', 'Eritrea', 'Norway', ' India']"
Argentina,-31.455671,-65.3077237,La Tablada,1829,Argentine Unitarists,Argentine Federalists,Mexican War,"['Argentina', ' Colombia', 'France', 'Guinea', 'Canada', ' France']"
Syria,35.5407103,35.7952667,Latakia,1973,Israel,Syria,Arab-Israeli Yom Kipur War,"['Iran', 'Israel', 'Syria', 'Latvia']"
Honduras,14.7157,-87.6717,La Trinidad,1827,Honduras,Central American Federation,Central American Wars,"['South Africa', ' Honduras', 'Iran', 'Dominica', 'El Salvador']"
Israel,31.832722,34.97981,Latrun (1st),1948,Arab Legion,Israel,Mexican War,"['Israel', 'Ethiopia', 'Benin', 'Latvia', 'Iran', 'Nigeria']"
Israel,31.832722,34.97981,Latrun (2nd),1948,Arab Legion,Israel,Mexican War,"['Benin', 'Latvia', 'Germany', 'Iran']"
Germany,50.0129128,9.2967674,Laufach,1866,Prussia,Hesse,Seven Weeks War,"['Germany', 'Russia', 'Latvia', ' France', 'Ghana']"
United States,41.7749372,-121.5091537,Lava Beds (1st),1873,Modoc Indians,United States,Modoc Indian War,['Iran']
United States,41.7749372,-121.5091537,Lava Beds (2nd),1873,United States,Modoc Indians,Modoc Indian War,"['Morocco', 'Netherlands', ' Colombia']"
Venezuela,10.2240963,-67.3411383,La Victoria,1814,Venezuelan Rebels,Spain,Venezuelan War,"['Spain', 'Ghana', 'Canada', 'Azerbaijan', 'Syria']"
Venezuela,10.2240963,-67.3411383,La Victoria,1902,Venezuela,Liberating Revolution' Rebels,Venezuelan War,"['Latvia', ' Venezuela']"
Nicaragua,11.3727193,-85.7599451,La Virgen,1855,Filibusters,Legitimists,National Filibuster War,"['Nicaragua', 'Nigeria', 'Mauritius', 'Grenada']"
United States,38.9716689,-95.2352501,Lawrence,1863,Massacre,Massacre,American Civil War,"['Kenya', ' France', 'Korea', 'Djibouti']"
China,34.109103,103.893928,Lazikou Pass,1935,Chinese Communists,Chinese Nationalists,3rd Chinese Revolutionary War,['China']
Lebanon,33.854721,35.862285,Lebanon,1941,"United Kingdom, Free France",Vichy France,World War II,"['Lebanon', 'Germany', 'South Africa', 'Eritrea', ' France', 'Azerbaijan', 'Taiwan', 'Syria', 'Argentina', 'Peru']"
Morocco,27.8818095,-8.4698934,Lebouirate,1979,Western Saharan Rebels,Morocco,Western Sahara Wars,"['Yemen', ' Morocco', 'Djibouti', 'Iran']"
France,48.936752,2.425377,Le Bourget (1st),1870,Prussia,France,Prussian War,"['Syria', 'Spain', 'Germany', ' France']"
France,48.936752,2.425377,Le Bourget (2nd),1870,Prussia,France,Prussian War,['Syria']
France,49.8626404,3.703069,Le Cateau,1914,Germany,United Kingdom,World War I,"['Germany', ' France']"
France,49.8626404,3.703069,Le Cateau,1918,"United Kingdom, France",Germany,World War I,"['France', 'Cambodia', 'Greece']"
Pakistan,34.1525864,77.5770535,Leh,1948,India,Pakistan,1st Indo-Pakistani War,"['India', 'Pakistan', 'Palau', ' India']"
Germany,51.313061,12.4083035,Leipzig,1813,"Austria, Russia, Prussia, Sweden",France,Napoleonic War,"['Slovenia', 'Latvia']"
France,47.9818833,0.1256613,Le Mans,1871,Prussia,France,Prussian War,"['Germany', 'French Guiana', 'Montenegro', ' China ']"
Ukraine,49.839683,24.029717,Lemberg,1915,"Austria-Hungary, Germany",Russia,World War I,['Austria']
Greece,39.9109211,24.6359533,Lemnos,1807,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', 'Eritrea', ' France', ' Turkey']"
France,49.2279761,5.2422432,Le Mort-Homme,1916,Germany,France,World War I,['Iran']
Azerbaijan,38.7528669,48.8475015,Lenkoran,1813,Russia,Persia,Russo-Persian Wars,"['Russia', 'Azerbaijan', 'Japan', 'Serbia', 'Georgia']"
Russia,59.9342802,30.3350986,Leningrad,1941,USSR,Germany,World War I,['Iran']
Nicaragua,12.4315534,-86.8722146,Leon,1845,"El Salvador, Honduras",Nicaragua,Central American Wars,"['South Africa', 'El Salvador', 'Nicaragua']"
Spain,43.3672101,-2.5074163,Lequeitio,1812,"United Kingdom, Spain",France,Napoleonic War,"['Spain', 'Eritrea', 'Pakistan', 'Austria']"
Spain,41.6175899,0.6200146,Lerida,1810,France,Spain,Napoleonic War,"['Slovenia', ' France', 'Spain', 'Canada']"
Greece,37.5477603,22.7204181,Lerna,1825,Greek Rebels,Ottoman Empire,Greek War,"['Egypt', 'Iran', 'Ghana', 'Ethiopia', ' India', 'Oman']"
